Country,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,ManageStaff,DatabaseServers,PopulationOfLargestCityWithin20Miles,Gender,SalaryUSD
United Kingdom,Microsoft SQL Server,10,Full time employee,Yes,9,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,7,Full time employee,No,350,Not Asked,Not Asked,93000
United States,Microsoft SQL Server,14,Independent or freelancer or company owner,No,50,Not Asked,Not Asked,300000
United States,Microsoft SQL Server,3,Full time employee,No,8,Not Asked,Not Asked,64775
United States,Microsoft SQL Server,20,Full time employee,No,50,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,20,Full time employee,Yes,14,Not Asked,Not Asked,270000
United States,Microsoft SQL Server,9,Full time employee,No,4,Not Asked,Not Asked,70000
United States,Azure SQL DB,1,Full time employee,No,1,Not Asked,Not Asked,65000
United States,Microsoft SQL Server,16,Full time employee,Yes,8,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,10,Full time employee,No,19,Not Asked,Not Asked,90000
Canada,Microsoft SQL Server,22,Full time employee,Yes,10,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,16,Full time employee,No,10,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,20,Full time employee,No,5,Not Asked,Not Asked,116000
Ireland,Microsoft SQL Server,3,Full time employee,Yes,2000,Not Asked,Not Asked,52970
United States,Microsoft SQL Server,25,Full time employee,No,100,Not Asked,Not Asked,145000
United States,Microsoft SQL Server,10,Full time employee,No,8,Not Asked,Not Asked,93500
United States,Microsoft SQL Server,3,Full time employee,No,40,Not Asked,Not Asked,60900
Canada,Microsoft SQL Server,16,Independent or freelancer or company owner,Yes,7,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,15,Full time employee,No,8,Not Asked,Not Asked,158000
United States,Microsoft SQL Server,15,Full time employee,Yes,12,Not Asked,Not Asked,116000
United States,Microsoft SQL Server,7,Full time employee,No,500,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,11,Full time employee,No,15,Not Asked,Not Asked,89035
United States,Microsoft SQL Server,5,Full time employee,No,2,Not Asked,Not Asked,93800
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,20,Not Asked,Not Asked,160000
United States,Microsoft SQL Server,17,Full time employee,Yes,118,Not Asked,Not Asked,125000
United States,Microsoft SQL Server,10,Full time employee,No,12,Not Asked,Not Asked,100282
United States,Microsoft SQL Server,21,Full time employee,Yes,18,Not Asked,Not Asked,133900
United States,Microsoft SQL Server,12,Full time employee,No,100,Not Asked,Not Asked,112000
United Kingdom,Microsoft SQL Server,4,Full time employee,No,18,Not Asked,Not Asked,62000
United States,Microsoft SQL Server,5,Full time employee,No,1400,Not Asked,Not Asked,145000
France,Microsoft SQL Server,2,Full time employee of a consulting/contracting company,No,4,Not Asked,Not Asked,35000
United States,Microsoft SQL Server,11,Full time employee of a consulting/contracting company,No,1000,Not Asked,Not Asked,120792
United States,Microsoft SQL Server,10,Full time employee,No,10,Not Asked,Not Asked,119000
United States,Microsoft SQL Server,7,Full time employee,No,50,Not Asked,Not Asked,92000
United States,Microsoft SQL Server,3,Full time employee,No,35,Not Asked,Not Asked,70000
United States,Microsoft SQL Server,15,Full time employee,No,8,Not Asked,Not Asked,83599
United States,Microsoft SQL Server,10,Full time employee,No,1,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,15,Full time employee,No,10,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,2,Full time employee,No,12,Not Asked,Not Asked,65000
United States,Microsoft SQL Server,18,Full time employee,Yes,1851,Not Asked,Not Asked,94000
United States,Microsoft SQL Server,9,Independent or freelancer or company owner,No,100,Not Asked,Not Asked,225000
United States,Microsoft SQL Server,8,Full time employee,No,3,Not Asked,Not Asked,93000
United States,Microsoft SQL Server,3,Full time employee,Yes,10,Not Asked,Not Asked,91800
United States,Microsoft SQL Server,7,Full time employee,Yes,150,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,20,Full time employee,No,12,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,7,Full time employee,No,27,Not Asked,Not Asked,97500
United States,Microsoft SQL Server,6,Full time employee,No,100,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,7,Full time employee,No,1,Not Asked,Not Asked,50750
United States,Microsoft SQL Server,12,Full time employee,No,30,Not Asked,Not Asked,113000
United States,Microsoft SQL Server,3,Full time employee,No,65,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,10,Full time employee,No,60,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,No,4,Not Asked,Not Asked,180000
United States,Microsoft SQL Server,10,Full time employee,Yes,75,Not Asked,Not Asked,123300
Russia,Microsoft SQL Server,10,Full time employee,No,4,Not Asked,Not Asked,8300
United States,Oracle,3,Full time employee,No,5,Not Asked,Not Asked,53000
United States,Microsoft SQL Server,15,Full time employee,No,158,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,10,Full time employee,No,5,Not Asked,Not Asked,80000
India,Microsoft SQL Server,4,Full time employee of a consulting/contracting company,No,100,Not Asked,Not Asked,10000
United States,Azure SQL DB,9,Full time employee,No,3,Not Asked,Not Asked,110000
United States,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,Yes,1,Not Asked,Not Asked,67000
United States,Microsoft SQL Server,7,Full time employee,No,38,Not Asked,Not Asked,96000
United States,Oracle,8,Full time employee,Yes,10,Not Asked,Not Asked,118000
United States,Microsoft SQL Server,5,Full time employee,Yes,6,Not Asked,Not Asked,90000
India,Microsoft SQL Server,3,Full time employee,No,2000,Not Asked,Not Asked,12900
United States,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,Yes,10,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,16,Full time employee,No,65,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,16,Full time employee,No,400,Not Asked,Not Asked,120000
Denmark,Microsoft SQL Server,15,Full time employee of a consulting/contracting company,No,20,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,6,Full time employee,No,20,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,16,Full time employee,No,16,Not Asked,Not Asked,12300
Albania,Microsoft SQL Server,6,Full time employee,No,4,Not Asked,Not Asked,12000
United States,Microsoft SQL Server,12,Full time employee,No,5000,Not Asked,Not Asked,120000
United Kingdom,Microsoft SQL Server,20,Full time employee,No,200,Not Asked,Not Asked,70000
United States,Microsoft SQL Server,7,Full time employee,No,15,Not Asked,Not Asked,112500
India,Microsoft SQL Server,1,Full time employee,No,1130,Not Asked,Not Asked,14000
United States,Microsoft SQL Server,9,Full time employee,No,12,Not Asked,Not Asked,92000
India,Microsoft SQL Server,8,Full time employee,Yes,6,Not Asked,Not Asked,25500
United States,Microsoft SQL Server,8,Full time employee,No,12,Not Asked,Not Asked,103110
United States,Microsoft SQL Server,4,Full time employee,Yes,2,Not Asked,Not Asked,46000
Mexico,Microsoft SQL Server,6,Full time employee of a consulting/contracting company,No,300,Not Asked,Not Asked,26000
United States,Microsoft SQL Server,6,Full time employee,Yes,150,Not Asked,Not Asked,122000
United States,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,No,27,Not Asked,Not Asked,100000
Switzerland,Microsoft SQL Server,4,Full time employee,No,100,Not Asked,Not Asked,95500
United States,Microsoft SQL Server,16,Full time employee,Yes,6,Not Asked,Not Asked,134000
United States,Microsoft SQL Server,6,Full time employee,No,6,Not Asked,Not Asked,111000
United States,Microsoft SQL Server,4,Full time employee,No,40,Not Asked,Not Asked,85000
United States,Microsoft SQL Server,7,Full time employee,Yes,4,Not Asked,Not Asked,97000
United States,Microsoft SQL Server,10,Full time employee,Yes,8,Not Asked,Not Asked,93000
India,Microsoft SQL Server,7,Full time employee,No,650,Not Asked,Not Asked,17647
United States,Microsoft SQL Server,16,Full time employee,No,72,Not Asked,Not Asked,165000
United States,Microsoft SQL Server,5,Full time employee,No,5,Not Asked,Not Asked,62000
Australia,Microsoft SQL Server,10,Full time employee,No,0,Not Asked,Not Asked,88000
Sweden,Microsoft SQL Server,25,Full time employee,No,10,Not Asked,Not Asked,88900
United States,Microsoft SQL Server,21,Full time employee,No,30,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,15,Full time employee,No,5,Not Asked,Not Asked,130000
United States,Microsoft SQL Server,10,Full time employee,No,40,Not Asked,Not Asked,96000
United States,Microsoft SQL Server,4,Full time employee,No,30,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,2,Full time employee,No,12,Not Asked,Not Asked,63500
India,Microsoft SQL Server,6,Full time employee,Yes,1000,Not Asked,Not Asked,15000
United Kingdom,Microsoft SQL Server,12,Full time employee,No,50,Not Asked,Not Asked,75000
United States,Microsoft SQL Server,10,Full time employee,No,20,Not Asked,Not Asked,132725
United States,Microsoft SQL Server,17,Full time employee,No,16,Not Asked,Not Asked,120000
United States,Microsoft SQL Server,9,Full time employee of a consulting/contracting company,Yes,3,Not Asked,Not Asked,138500
United States,Microsoft SQL Server,7,Full time employee,No,2,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,16,Full time employee,No,12,Not Asked,Not Asked,104000
United States,Microsoft SQL Server,7,Full time employee,No,15,Not Asked,Not Asked,65000
United States,Microsoft SQL Server,8,Full time employee,No,25,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,16,Full time employee,No,30,Not Asked,Not Asked,98000
United Kingdom,Microsoft SQL Server,4,Full time employee,No,10,Not Asked,Not Asked,40000
India,Microsoft SQL Server,4,Full time employee,Yes,300,Not Asked,Not Asked,7968
United States,PostgreSQL,1,Full time employee,No,10,Not Asked,Not Asked,130000
Netherlands,Microsoft SQL Server,8,Full time employee,No,40,Not Asked,Not Asked,45000
United States,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,No,100,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,18,Full time employee,Yes,32,Not Asked,Not Asked,125000
Sweden,Microsoft SQL Server,16,Full time employee,No,90,Not Asked,Not Asked,64000
Italy,Microsoft SQL Server,15,Full time employee,No,25,Not Asked,Not Asked,21000
United States,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,Yes,2000,Not Asked,Not Asked,147000
United Kingdom,Microsoft SQL Server,13,Independent or freelancer or company owner,No,50,Not Asked,Not Asked,160000
United States,Microsoft SQL Server,6,Full time employee,No,30,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,10,Full time employee,No,3,Not Asked,Not Asked,105000
Ireland,Microsoft SQL Server,11,Full time employee,No,90,Not Asked,Not Asked,63000
United States,Microsoft SQL Server,17,Full time employee of a consulting/contracting company,No,50,Not Asked,Not Asked,117832
Canada,Microsoft SQL Server,5,Full time employee,Yes,12,Not Asked,Not Asked,49124
United States,Microsoft SQL Server,4,Full time employee,Yes,29,Not Asked,Not Asked,48000
United States,Microsoft SQL Server,11,Full time employee,No,20,Not Asked,Not Asked,157000
Denmark,Microsoft SQL Server,12,Full time employee of a consulting/contracting company,No,20,Not Asked,Not Asked,80000
United States,Microsoft SQL Server,20,Full time employee,No,5,Not Asked,Not Asked,270000
United States,Microsoft SQL Server,6,Full time employee,Yes,5,Not Asked,Not Asked,115000
United States,Microsoft SQL Server,2,Full time employee,No,10,Not Asked,Not Asked,63000
United States,Microsoft SQL Server,5,Full time employee,No,2,Not Asked,Not Asked,90000
United States,Microsoft SQL Server,1,Full time employee,No,128,Not Asked,Not Asked,57000
United States,Microsoft SQL Server,15,Full time employee,Yes,400,Not Asked,Not Asked,105000
United States,Microsoft SQL Server,20,Full time employee,No,500,Not Asked,Not Asked,130000
Switzerland,Microsoft SQL Server,6,Full time employee,No,4,Not Asked,Not Asked,100000
United States,Microsoft SQL Server,15,Full time employee,No,100,Not Asked,Not Asked,125000
Belgium,Microsoft SQL Server,13,Full time employee,No,56,Not Asked,Not Asked,50400
United States,Microsoft SQL Server,15,Full time employee,No,180,Not Asked,Not Asked,105000
Russia,Microsoft SQL Server,10,Independent or freelancer or company owner,No,3,Not Asked,Not Asked,35000
United States,Microsoft SQL Server,12,Full time employee,No,15,Not Asked,Not Asked,116000
Argentina,Microsoft SQL Server,8,Independent or freelancer or company owner,No,20,Not Asked,Not Asked,27000
United States,Microsoft SQL Server,18,Full time employee,No,15,Not Asked,Not Asked,113000
United States,Microsoft SQL Server,10,Full time employee,Yes,50,Not Asked,Not Asked,96000
United States,Microsoft SQL Server,5,Full time employee,No,10,Not Asked,Not Asked,91000
Spain,Oracle,13,Full time employee,No,10,Not Asked,Not Asked,40000
Jersey,Microsoft SQL Server,4,Full time employee,No,21,Not Asked,Not Asked,49289
United Kingdom,Microsoft SQL Server,10,Full time employee,No,28,Not Asked,Not Asked,50600
Spain,Microsoft SQL Server,12,Independent or freelancer or company owner,No,35,Not Asked,Not Asked,45000
United Kingdom,Microsoft SQL Server,7,Full time employee,No,2,Not Asked,Not Asked,40000
United States,Microsoft SQL Server,3,Full time employee,No,3,Not Asked,Not Asked,82000
United States,Microsoft SQL Server,15,Full time employee,Yes,5,Not Asked,Not Asked,95000
United States,Microsoft SQL Server,13,Full time employee,Yes,2,Not Asked,Not Asked,85000
India,Oracle,7,Full time employee,No,300,Not Asked,Not Asked,16666
United Kingdom,Microsoft SQL Server,11,Full time employee,No,300,Not Asked,Not Asked,61606
France,Oracle,3,Full time employee,No,6,Not Asked,Not Asked,42000
India,Microsoft SQL Server,5,Full time employee,No,120,Not Asked,Not Asked,12000
United Kingdom,Microsoft SQL Server,16,Full time employee of a consulting/contracting company,No,200,Not Asked,Not Asked,47000
Poland,Microsoft SQL Server,8,Full time employee,No,4,Not Asked,Not Asked,35900
Norway,Microsoft SQL Server,5,Full time employee,No,4,Not Asked,Not Asked,65388
United States,Microsoft SQL Server,6,Full time employee,No,2,Not Asked,Not Asked,88130
United States,Microsoft SQL Server,3,Full time employee,No,120,Not Asked,Not Asked,70000
United States,Microsoft SQL Server,7,Full time employee of a consulting/contracting company,No,19,Not Asked,Not Asked,95000
Germany,Microsoft SQL Server,20,Full time employee,No,10,Not Asked,Not Asked,85000
United Kingdom,Microsoft SQL Server,15,Full time employee,Yes,80,Not Asked,Not Asked,90000
Poland,Microsoft SQL Server,3,Full time employee,Yes,10,Not Asked,Not Asked,37669
United States,Microsoft SQL Server,3,Full time employee,No,60,Not Asked,Not Asked,72000
South Africa,Microsoft SQL Server,7,Full time employee,No,10,Not Asked,Not Asked,45000
United States,Microsoft SQL Server,14,Full time employee,Yes,8,Not Asked,Not Asked,85000
